id,q1,a1,fc_masked,masked_sentence,masked_sentence_title,q2_gt
5a83aaeb5542996488c2e483,What studio album did Kanye West record with Roc-A-Fella Records and soul singer Dwele?,My Beautiful Dark Twisted Fantasy,Power (Kanye West song): The song features additional vocals by soul singer Dwele and is co-produced by West and Symbolyc One.,"My Beautiful Dark Twisted Fantasy is the fifth studio album by American rapper Kanye West, released, November 22, 2010, by Roc-A-Fella Records.",My Beautiful Dark Twisted Fantasy,What Kanye West album contains Power and was recorded with Roc-A-Fella Records?
5ac4392e5542997ea680ca32,Were Enrique Carreras and Lionel Ngakane both filmakers during the 20th century?,yes,Lionel Ngakane: Lionel Ngakane (17 July 1928 – 26 November 2003) was a South African filmmaker and actor.,"Enrique Carreras (January 6, 1925 - 29 August 1995) was a Peruvian-born Argentine film director, screenwriter and film producer, and was one of the most prolific film directors in the history of the Cinema of Argentina.",Enrique Carreras,Was Enrique Carreras a 20th century film maker?
5a7f5c9f55429969796c1a0f,The city that contains the Yunnan Provincial Museum is also known by what nickname?,Spring city,Kunming: Kunming is also called the Spring city due to its weather.,"Yunnan Provincial Museum () is located in Kunming, on Guangfu Road.",Yunnan Provincial Museum,What city contains the Yunnan Provincial Museum?
5a8b770f5542995d1e6f13a7,"Where is the singer of ""B Boy"" raised?",Philadelphia,"B Boy (song): ""B Boy"" is a song by American hip hop recording artist Meek Mill. Meek Mill: Robert Rihmeek Williams (born May 6, 1987), better known by his stage name, Meek Mill, is an American hip hop recording artist.","Raised in Philadelphia, he embarked on his music career as a battle rapper, and later formed a short-lived rap group, The Bloodhoundz.",Meek Mill,Where was Meek Mill raised?
5ae3dc205542992f92d823a1,The Column of Saint Zanobi is a monumental marble column located just north of religious building with the status of what?,a minor basilica,"Colonna di San Zanobi, Florence: The Column of Saint Zanobi (it:Colonna di San Zanobi) is a monumental marble column, surmounted by a cross above a crown of fire, located just north of the Bapstistery of San Giovanni in Florence, Italy.","The Florence Baptistery (Italian: ""Battistero di San Giovanni"" ), also known as the Baptistery of Saint John, is a religious building in Florence, Italy, and has the status of a minor basilica.",Florence Baptistery,What status does the Bapstistery of San Giovanni have?
5a7cf29255429909bec768b8,The Ingerophrynus gollum is named after a character in a book that sold how many copies?,150 million copies,"The Lord of the Rings: Written in stages between 1937 and 1949, ""The Lord of the Rings"" is one of the best-selling novels ever written, with over 150 million copies sold.","It is called ""gollum"" with reference of the eponymous character of The Lord of the Rings by J. R. R. Tolkien.",Ingerophrynus gollum,The Ingerophrynus gollum is named after a character in what book?
5a79f6ca554299029c4b5f90,"What Danish eurodance group had a single called ""Barbie Girl"" which resulted in a lawsuit in 2002?",Aqua,"Mattel, Inc. v. MCA Records, Inc.: Mattel v. MCA Records, 296 F.3d 894 (9th Cir. 2002), was a series of lawsuits between Mattel and MCA Records that resulted from the 1997 Aqua song, ""Barbie Girl"".","Aqua is a Danish eurodance group, best known for their 1997 breakthrough single ""Barbie Girl"".",Aqua (band),"Can you tell me more about Mattel, inc.?"
5a8e3dc05542995085b37401,"Which case was decided first, Selle v. Gibb or Reynolds v. Sims?",1964,"Reynolds v. Sims: Reynolds v. Sims, 377 U.S. 533 (1964) was a United States Supreme Court case that ruled that unlike in the election of the United States Senate, in the election of ""any"" chamber of a state legislature the electoral districts must be roughly equal in population (thus negating the traditional function of a State Senate, which was to allow rural counties to counter balance large towns and cities). Selle v. Gibb: 1984) was a landmark ruling on the doctrine of striking similarities.","Selle v. Gibb, 741 F.2d 896 (7th Cir.",Selle v. Gibb,When was Selle v. Gibb decided?
5ade24e35542992fa25da6e6,Mamie Gummer played the role of Nancy Crozier on the TV series airing on what network?,CBS,"The Good Wife: The Good Wife is an American legal and political drama television series that aired on CBS from September 22, 2009, to May 8, 2016.","She starred in the title role of The CW series ""Emily Owens, M.D."" (2012–13), and played the recurring role of Nancy Crozier on ""The Good Wife"" (2010–15).",Mamie Gummer,On what TV series did Mamie Gummer play Nancy Crozier?
5ab5f854554299637185c64e,What country do both Adnan Akmal and Kamran Akmal represent in cricket?,Pakistani,Kamran Akmal: Kamran Akmal (Urdu: ‎ ; born 13 January 1982) is a Pakistani cricketer.,"Adnan Akmal (Urdu: ‎ ), born 13 March 1985, is a Pakistani cricketer.",Adnan Akmal,What country does Adnan Akmal represent in Cricket?
5ab5b6c1554299637185c5e5,Did Franki Valli sing with Hellogoodbye or The Four Seasons?,The Four Seasons,"The Four Seasons (band): Since 1970, they have also been known at times as Frankie Valli and the Four Seasons. Hellogoodbye: Hellogoodbye (sometimes styled as hellogoodbye) is a pop rock band that was formed in Huntington Beach, California in 2001 by singer Forrest Kline.",The Four Seasons is an American rock and pop band that became internationally successful in the 1960s and 1970s.,The Four Seasons (band),Can you tell me more about The Four Seasons (band)?
5ae25ed15542992decbdccd2,Both Sorbaria and Goldenrod are a genus of more than 50 flowering plants?,no,Sorbaria: Sorbaria is a genus of around 9 species of flowering plants belong to family Rosaceae.,"Solidago, commonly called goldenrods, is a genus of about 100 to 120 species of flowering plants in the aster family, Asteraceae.",Goldenrod,How many flowering plants are in the genus Solidago?
5ab808ea5542991d3222380e,"What is the capacity of the Stadium, other than Kauffman Stadium, designed by Charles Deaton ?","76,416",Charles Deaton: He is also noted as the designer of Kansas City's Arrowhead Stadium and Kauffman Stadium.,"Arrowhead has a seating capacity of 76,416, making it the 28th largest stadium in North America and sixth largest NFL stadium.",Arrowhead Stadium,What is the capacity of Arrowhead Stadium?
5ae5072e55429960a22e0246,"Who is the current drummer of the band who did the song ""What Lovers Do""?",Matt Flynn,"What Lovers Do: ""What Lovers Do"" is a song by American pop rock band Maroon 5 featuring American R&B singer Sza.","It currently consists of lead vocalist Adam Levine, keyboardist and rhythm guitarist Jesse Carmichael, bassist Mickey Madden, lead guitarist James Valentine, drummer Matt Flynn and keyboardist PJ Morton.",Maroon 5,Who is the current drummer of Maroon 5?
5ac01bca5542992a796dec8d,What 2017 Christopher B. Landon directed American slasher film is Jessica Rothe starring in?,Happy Death Day,Happy Death Day: Happy Death Day is an upcoming American slasher film directed by Christopher B. Landon and written by Scott Lobdell.,"She stars in the upcoming 2017 film ""Happy Death Day"".",Jessica Rothe,What slasher film is Jessica Rothe starring in?
5adf34d35542993a75d26425,Who was the president of the Sinn Fein political party during the Hume-Adams Dialogue?,"Gerard ""Gerry"" Adams",Hume–Adams dialogue: The Hume–Adams dialogue was a series of talks between then Social Democratic and Labour Party leader John Hume and Sinn Féin leader Gerry Adams during the Northern Ireland peace process.,"Gerard ""Gerry"" Adams (Irish: ""Gearóid Mac Ádhaimh"" ; born 6 October 1948) is an Irish republican politician who is the president of the Sinn Féin political party and a Teachta Dála (TD; a member of the Irish parliament) for Louth since the 2011 general election.",Gerry Adams,Who was president of Sinn Fein when Gerry Adams led it?
5add67555542992ae4cec54e,Which of these battles occurred earlier--the Battle of Peleliu or the Battle of Belleau Wood?,The Battle of Belleau Wood,"Battle of Peleliu: The Battle of Peleliu, codenamed Operation Stalemate II by the United States military, was fought between the U.S. and the Empire of Japan during the Mariana & Palau Campaign of World War II, from September to November 1944, on the island of Peleliu.","The Battle of Belleau Wood (1–26 June 1918) occurred during the German Spring Offensive in World War I, near the Marne River in France.",Battle of Belleau Wood,When did the Battle of Belleau Wood occur?
5a8085705542992bc0c4a74b,Garden Island Naval Chapel is the oldest Chistian chapel of a naval branch of what defence force?,Australian Defence Force,Royal Australian Navy: The Royal Australian Navy (RAN) is the naval branch of the Australian Defence Force.,The Naval Chapel at Garden Island dockyard is the oldest Christian chapel of the Royal Australian Navy (RAN).,Garden Island Naval Chapel,Garden Island Naval Chapel belongs to what naval branch?
5a756fa15542996c70cfaefb,Július Satinský was born in a city that has a current population of what?,"about 450,000","Bratislava: Bratislava ( or ; ] , German: ""Preßburg"" or ""Pressburg "" ] ) is the capital of Slovakia, and with a population of about 450,000, the country's largest city.","Július Satinský (20 August 1941 in Bratislava – 29 December 2002 in Bratislava) was a Slovak actor, comedian, singer, showman and writer.",Július Satinský,Where was Julius Satinsky born?
5a7f6eab5542992097ad2f66,"What was the name of the 19th century foundry which was located in a village directly across the Hudson River from Westpoint in Putnam County, New York?",West Point Iron and Cannon Foundry,"Robert Parker Parrott: He resigned from the army four months later to become the superintendent the West Point Iron and Cannon Foundry in Cold Spring, New York, with which he would be associated for the remainder of his life. Cold Spring, New York: Cold Spring is a village in the town of Philipstown in Putnam County, New York, United States.","The village, located in the Hudson Highlands, sits at the deepest point of the Hudson River, directly across from West Point.","Cold Spring, New York","What villiage is directly across the Hudson River from Westpoint in Putnam County, New York?"
5ae5e1345542996de7b71a50,What fictional character created by Tom Clancy was turned into a film in 2002?,Jack Ryan,"Jack Ryan (character): Dr. John Patrick ""Jack"" Ryan Sr., KCVO (Hon.), Ph.D. is a fictional character created by Tom Clancy who appears in many of his novels and their respective film adaptations.","It was the fourth of Clancy's ""Jack Ryan"" books to be turned into a film (2002).",The Sum of All Fears,What Tom Clancy book was turned into a film in 2002?
5a72c6f65542994cef4bc402,Wheat salad is composed typically of what red fruit?,tomato,"Wheat salad: Wheat salad (Arabic: سلطة قمح‎ ‎ ), is a salad of Arab salads, it typically of wheat, corn, tomatoes, carrots, cucumber pickles, lemon, parsley, olive oil and salt.","The tomato (see pronunciation) is the edible, often red, fruit of the plant ""Solanum lycopersicum"", commonly known as a tomato plant.",Tomato,"Out of corn, tomatoes, carrots, cucumber pickles, lemon, parsley, olive oil and salt, which is a red fruit?"
5a80ad7c5542992097ad3018,What year did the biographical-comedy-crime film directed by Steven Soderbergh about the highest-level corporate executive whistleblower come out?,2009,"Mark Whitacre: Mark Edward Whitacre (born May 1, 1957) came to public attention in 1995 when, as president of the BioProducts Division at Archer Daniels Midland (ADM) based in Decatur, Illinois, he was the highest-level corporate executive in U.S. history to become a Federal Bureau of Investigation (FBI) whistleblower.",is a 2009 American biographical-comedy-crime film directed by Steven Soderbergh.,The Informant!,In what year did Steven Soderbergh's biographical-comedy-crime film about Mark Whitacre come out?
5a77a65b5542992a6e59df57,"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?","September 8, 2017","Current Mood: It was released on September 8, 2017, via Broken Bow Records. The album includes the singles ""Seein' Red"" and ""Small Town Boy"", which have both reached number one on the Country Airplay chart.","It was released to country radio on February 17, 2017 as the second single from his third studio album, ""Current Mood"".",Small Town Boy (song),"What song was released to country radio on February 17, 2017?"
5a78b209554299148911f93e,"Which playwright lived a longer life, Edward Albee or J. M. Barrie?",Edward Franklin Albee III,"Edward Albee: Edward Franklin Albee III ( ; March 12, 1928 – September 16, 2016) was an American playwright known for works such as ""The Zoo Story"" (1958), ""The Sandbox"" (1959), ""Who's Afraid of Virginia Woolf?","Sir James Matthew Barrie, 1st Baronet, {'1': "", '2': "", '3': "", '4': ""} ( ; 9 May 1860 19 June 1937) was a Scottish novelist and playwright, best remembered today as the creator of Peter Pan.",J. M. Barrie,How long did J. M. Barrie live?
5ab85a1155429934fafe6d7c,Are both Rutgers University and Carnegie Mellon University located in America?,yes,"Rutgers University: Rutgers, The State University of New Jersey ( ), commonly referred to as Rutgers University, Rutgers, or RU, is an American public research university and the largest institution for higher education in New Jersey.","Carnegie Mellon University (Carnegie Mellon or CMU or ) is a private research university in Pittsburgh, Pennsylvania.",Carnegie Mellon University,Where is Carnegie Mellon University located?
5a8da81e554299068b959d7e,"Vanessa Bley is what person who organizes and often finances concerts, plays, or operas, performing a role?",impresario,"Impresario: An impresario (from the Italian ""impresa"", ""an enterprise or undertaking"") is a person who organizes and often finances concerts, plays, or operas, performing a role similar to that of an artist manager or a film or television producer.","Vanessa Bley is a New York City and Los Angeles–based singer, composer, producer, and musician.",Vanessa Bley,What does Vanessa Bley do?
5ab8f57b5542991b5579f097,Were Thomas H. Ince and Joseph McGrath of the same nationality?,no,"Joseph McGrath (film director): Joseph McGrath (born 1930, Glasgow) is a Scottish film and television director and screenwriter.","Thomas Harper Ince (November 16, 1880 – November 19, 1924) was an American silent film producer, director, screenwriter, and actor.",Thomas H. Ince,What nationality is Thomas H. Ince?
5ab6bf6d55429953192ad372,Are Phlebodium and Pieris both species of ferns?,no,"Pieris (plant): Pieris ( or ) is a genus of seven species of shrubs in the family Ericaceae, native to mountain regions of eastern and southern Asia, eastern North America and Cuba. Known commonly in North America as andromedas or fetterbushes, they are broad-leaved evergreen shrubs growing to 1 - tall and 3 - wide.","Phlebodium is a small genus of two to four species of ferns, native to tropical and subtropical regions of the Americas.",Phlebodium,What is Phlebodium?
5ae7385d5542992ae0d163da,Bartlett's Bridge was built by the engineer who worked for the county seat of which Massachusetts county?,Worcester County,"Bartlett's Bridge: The bridge was built in 1889 to a design by Charles A. Allen, at the time a civil engineer for the city of Worcester.","Worcester ( , ] ) is a city and the county seat of Worcester County, Massachusetts, United States.","Worcester, Massachusetts",Charles A. Allen worked for the county seat of which Massachusetts county?
5a7dd9445542997cc2c474ac,"Which novelist, J. G. Farrell or Louis Aragon, wrote of the political and human consequences of his country's colonial rule?",Farrell,"J. G. Farrell: James Gordon Farrell (25 January 1935 – 11 August 1979) was a Liverpool-born novelist of Irish descent. Louis Aragon: He was also a novelist and editor, a long-time member of the Communist Party and a member of the Académie Goncourt.","He gained prominence for a series of novels known as the ""Empire Trilogy"" (""Troubles"", ""The Siege of Krishnapur"" and ""The Singapore Grip""), which deal with the political and human consequences of British colonial rule.",J. G. Farrell,"Which novelist, J. G. Farrell or Louis Aragon, wrote of the political and human consequences of his country's colonial rule?"
5ab446d455429942dd415f07,What city did the characters from Gargoyles the Movie: The Heroes Awaken wake up in after being in an enchantedly petrified state for a thousand years?,modern-day New York City,"Gargoyles the Movie: The Heroes Awaken: The film is actually the five-episode pilot (""Awakening"") of the animated television series ""Gargoyles"" edited into one long feature film, approximately 100 minutes in length.","After spending a thousand years in an enchantedly petrified state, the gargoyles (who have been transported from medieval Scotland) are reawakened in modern-day New York City, and take on roles as the city's secret night-time protectors.",Gargoyles (TV series),What city did the characters from Gargoyles the Movie: The Heroes Awaken wake up in after being in an enchantedly petrified state for a thousand years?
5ac497025542997ea680ca8d,Who were the producers of the show for which Chris McKay made his feature film directorial debut?,"Dan Lin, Roy Lee, Phil Lord and Christopher Miller","Chris McKay: He made his feature film directorial debut with ""The Lego Batman Movie"" (2017)"".""","The Lego Batman Movie is a 2017 3D computer-animated superhero comedy film, produced by Warner Animation Group, directed by Chris McKay, and written by Seth Grahame-Smith, Chris McKenna, Erik Sommers, Jared Stern and John Whittington, and produced by Dan Lin, Roy Lee, Phil Lord and Christopher Miller.",The Lego Batman Movie,"Who were the producers for ""The Lego Batman Move""?"
5a7b7bed5542997c3ec971bc,The Waterloo Vase has been used as a garden ornament at whose residence and administrative headquarters?,reigning monarch of the United Kingdom,"Waterloo Vase: The Waterloo Vase is a great urn, 15ft (5m) high and weighing 20 tons, fashioned from a single piece of Carrara marble. Since 1906, it has been used as a garden ornament in the garden of Buckingham Palace, London.",Buckingham Palace ( ) is the London residence and administrative headquarters of the reigning monarch of the United Kingdom.,Buckingham Palace,Can you tell me more about the Waterloo Vase?
5a89706055429951533612f9,Scott Sandelin grew up in a town in what Minnesota county?,Saint Louis County,"Scott Sandelin: He grew up in Hibbing, Minnesota where he went on to be drafted in the second round by the Montreal Canadiens (40th overall) and play collegiate hockey for the North Dakota Fighting Sioux.","Hibbing is a city in Saint Louis County, Minnesota, United States.","Hibbing, Minnesota","What county is Hibbing, Minnesota in?"
5ac02edb554299294b218f41,The 37th Disney animated feature film Tarzan features You'll be in my heart by which artist?,Phil Collins,"Tarzan (1999 film): The 37th Disney animated feature film and the last film produced during the Disney Renaissance era, it is based on the story ""Tarzan of the Apes"" by Edgar Rice Burroughs, and is the first animated major motion picture version of the ""Tarzan"" story.","""You'll Be in My Heart"" is a song by Phil Collins, from the 1999 Disney animated feature ""Tarzan"".",You'll Be in My Heart,Who is You'll be in my heart by?
5ab67772554299110f219a12,What type of media does J. T. Petty and Outlast have in common?,video game,Outlast: Outlast is a first-person survival horror video game developed and published by Red Barrels.,"J. T. Petty (born February 28, 1977 in Raleigh, North Carolina) is an American filmmaker and video game writer.",J. T. Petty,What type of media does J. T. Petty make?
5a7b65ab5542997c3ec97144,"Where did the architect of the Governor's House, located in Knutsford, graduate from college?",Cambridge University,"Governor's House, Knutsford: It was built for the governor of Knutsford Gaol, and has later been used as a Tourist Information Centre.","Following his graduation from Cambridge University he was awarded a travelling scholarship, enabling him to study architecture in Germany and southern France.",Edmund Sharpe,"Where did the architect of the Governor's House, located in Knutsford, graduate from college?"
5a760faa5542994ccc9186a8,"What is the latest album of Tim Hecker, the Canadian electronic music maker?",Love Streams,"Tim Hecker: His latest album ""Love Streams"" was released on his new label 4AD on 8 April 2016.","Ravedeath, 1972 is the sixth studio album by Canadian electronic music musician Tim Hecker, released on February 14, 2011 by Kranky.","Ravedeath, 1972",Can you tell me more about Tim Hecker?
5adbe1a7554299438c868cc3,What is the name of this Fortune 500 American company that operates a chain of retail home improvement stores that sponsored House Rules?,Lowe's,"House Rules (2003 TV series): The show was sponsored by Lowe's. Lowe's: Lowe's Companies, Inc. is a Fortune 500 American company that operates a chain of retail home improvement and appliance stores in the United States, Canada, and Mexico.",House Rules is an American television show hosted by Mark L. Walberg that aired on TBS in 2003.,House Rules (2003 TV series),Can you tell me more about House Rules (2003 TV series)
5a80aeff5542996402f6a5eb,"For what ""first"" was Ivory Lee Brown's nephew credited for in Heisman Trophy balloting?",first freshman to finish as the runner-up,"Ivory Lee Brown: Brown is the uncle of Minnesota Vikings running back Adrian Peterson. Adrian Peterson: Adrian Lewis Peterson (born March 21, 1985) is an American football running back for the New Orleans Saints of the National Football League (NFL). As a unanimous first-team All-American, he became the first freshman to finish as the runner-up in the Heisman Trophy balloting.","Ivory Lee Brown (born August 17, 1969) is a former professional American football running back in the National Football League and World League of American Football.",Ivory Lee Brown,Can you tell me more about Ivory Lee Brown?
5ae74890554299572ea547af,"Haruki Murakami said that writing ""Dance Dance Dance"" had been a healing act after his unexpected fame following the publication of a novel published in which year ?",1987,"Dance Dance Dance (novel): In 2001, Murakami said that writing ""Dance Dance Dance"" had been a healing act after his unexpected fame following the publication of ""Norwegian Wood"" and that, because of this, he had enjoyed writing ""Dance"" more than any other.","Norwegian Wood (ノルウェイの森 , Noruwei no Mori ) is a 1987 novel by Japanese author Haruki Murakami.",Norwegian Wood (novel),When was Norwegian Wood (novel) published?
5ac3d9c9554299204fd21ea3,Erica Packer was the second wife of what Australian businessman?,James Packer,"Erica Packer: She was the second wife of Australia's eighth richest man, James Packer.",James Douglas Packer (born 8 September 1967) is an Australian businessman and investor.,James Packer,Was James Packer a businessman?
5abc8620554299700f9d78e2,What type of media does Bitter Jester and Sicko have in common?,documentary,Sicko: Sicko is a 2007 American documentary film made by filmmaker Michael Moore.,"Bitter Jester is a documentary starring Maija DiGiorgio, Kenny Simmons, Jody Del Giorno and Heather McConnell.",Bitter Jester,What type of media is Bitter Jester?
5a7b4bc35542992d025e67e0,"What country does Eric A. Sykes and Eccles, Greater Manchester have ion common?",England,"Eccles, Greater Manchester: 38,756 (2011)) is a town in Greater Manchester, England, 2.7 mi west of Salford and 3.7 mi west of Manchester city centre, between the M602 motorway to the north and the Manchester Ship Canal to the south.","Eric Anthony Sykes (5 February 1883–12 May 1945), born Eric Anthony Schwabe in Barton-upon-Irwell, Eccles, Greater Manchester, England, was a soldier and firearms expert.",Eric A. Sykes,What country is Eric A. Sykes associated with?
5a85dfcc5542994775f60673,"What South Korean actor was a member of the pop duo TVXQ and stared in Heading to the Ground, a 2009 MBC television series?",Jung Yun-ho,"Yunho: Jung Yun-ho (Hangul: 정윤호 ; Hanja: 鄭允浩 ; born February 6, 1986), also known by his stage name U-Know Yunho (유노윤호 ) or simply U-Know, is a South Korean singer, actor, and a member of the pop duo TVXQ.","Heading to the Ground (), also known as No Limit is a 2009 South Korean television series starring Yunho, Go Ara, Lee Yoon-ji and Lee Sang-yoon.",Heading to the Ground,What South Korean actors starred in Heading to the Ground?
5a7b76735542997c3ec9719f,"which is traditionally drunk before retiring to bed, Hot toddy or Kir?",Hot toddy,Kir (cocktail): Kir is a popular French cocktail made with a measure of crème de cassis (blackcurrant liqueur) topped up with white wine.,"Hot toddy recipes vary and are traditionally drunk before retiring for the night, or in wet or cold weather.",Hot toddy,When is Hot toddy traditionally drunk?
5a8c66db554299585d9e3683,"What year was the film ""Mom"" released, starring the voice of Shashaa Tirupati?",2017,"Shashaa Tirupati: Shashaa Tirupati is a playback singer, songwriter and voice over artist of Indo-Canadian origin, with family roots in Kashmir, predominantly active in the Bollywood and South Indian music industries.",Mom is a 2017 Indian thriller film directed by Ravi Udyawar.,Mom (film),"What year was the film ""Mom"" released?"
5a7e05ba5542995f4f402392,For One Night Only was hosted by the man most well-known for hosting what show from 1962 until 1999?,The Late Late Show,For One Night Only (Irish TV series): For One Night Only is an Irish light entertainment show hosted by Gay Byrne.,"His most notable role was first host of ""The Late Late Show"" over a 37-year period spanning 1962 until 1999.",Gay Byrne,What show did Gay Byrne host from 1962 until 1999?
5a88a4245542997e5c09a668,What company did Roscoe Channing form with the owner of a leading stable of thoroughbred racehorses?,Hudson Bay Mining and Smelting Company,"Roscoe Channing: In the 1920s, he formed a partnership with his friend Cornelius Vanderbilt Whitney. Cornelius Vanderbilt Whitney: Cornelius Vanderbilt ""C.V."" (""Sonny"") Whitney (February 20, 1899 – December 13, 1992) was an American businessman, film producer, writer, philanthropist, polo player, and government official, as well as the owner of a leading stable of thoroughbred racehorses.","The two formed the Hudson Bay Mining and Smelting Company in Flin Flon, Saskatchewan, Canada, and Channing served as the company's President.",Roscoe Channing,What company did Roscoe Channing form with Cornelius Vanderbilt?
5a8799c55542996e4f308877,"Jens Risom introduced what type of design, characterized by minimalism and functionality?",Scandinavian design,"Jens Risom: An exemplar of Mid-Century modern design, Risom was one of the first designers to introduce Scandinavian design in the United States.","Scandinavian design is a design movement characterized by simplicity, minimalism and functionality that emerged in the 1950s in the five Nordic countries of Finland, Norway, Sweden, Iceland and Denmark.",Scandinavian design,What type of design is characterized by minimalism and functionality?
5ac038db554299294b218f57,Which of the movie which has Rich Lee 3-D previsualizations was directed by Francis Lawrence?,Constantine,"Rich Lee: He later moved on to computer graphics and created 3-D previsualizations for big budget Hollywood feature films such as the first three ""Pirates of the Caribbean"" films, ""I Am Legend"", ""Minority Report"" and ""Constantine"".",Constantine is a 2005 American occult detective film directed by Francis Lawrence (in his directorial debut) and starring Keanu Reeves as John Constantine.,Constantine (film),"Out of ""Pirates of the Caribbean"" films, ""I Am Legend"", ""Minority Report"" and ""Constantine"", which was directed by Francis Lawrence?"
5a764c0b55429976ec32bd89,What criteria subjectively qualifies the Houston Astrodome to be called the Eighth Wonder of the World?,comparable to the seven Wonders of the World,"Eighth Wonder of the World: Eighth Wonder of the World is an unofficial title sometimes given to new buildings, structures, projects, or even designs that are deemed to be comparable to the seven Wonders of the World.","When opened, it was named the Harris County Domed Stadium and was nicknamed the ""Eighth Wonder of the World"".",Astrodome,What does the Houston Astrodome have?
5a77309d55429972597f1487,"Who was born first, José Echegaray y Eizaguirre or P. J. O'Rourke?",José Echegaray y Eizaguirre,"José Echegaray: José Echegaray y Eizaguirre (19 April 1832 – 4 September 1916) was a Spanish civil engineer, mathematician, statesman, and one of the leading Spanish dramatists of the last quarter of the 19th century.","Patrick Jake O'Rourke ( ; born November 14, 1947), known as P.J. O'Rourke, is an American political satirist and journalist.",P. J. O'Rourke,When was P. J. O'Rourke born?
5ab7bae95542993667793ff4,Who did the Doncaster Belles play in the 1994 FA Women's Cup Final held at Glanford Park?,Knowsley United Women,"1994 FA Women's Cup Final: The 1994 FA Women's Cup Final was the 24th final of the FA Women's Cup, England's primary cup competition for women's football teams. The showpiece event was played between Doncaster Belles and Knowsley United Women at Glanford Park in Scunthorpe on 24 April 1994.","Glanford Park is a football stadium in Scunthorpe, North Lincolnshire, England, and is the current home of Scunthorpe United.",Glanford Park,What can you tell me about the 1994 FA Women's Cup Final?
5a7c9f325542990527d554e6,What act for Innocent Records achieved Platinum sales and shares its name with a primary color in the RGB color model?,Blue,Innocent Records: The label continued to thrive well into the mid-2000s with Atomic Kitten and Blue achieving Platinum sales.,"Blue is also a primary colour in the RGB colour model, used to create all the colours on the screen of a television or computer monitor.",Blue,What primary colors are in the RGB color model?
5a8f69b55542997ba9cb324f,"What national historic district is located near a village in the town of Philipstown, New York?",Valhalla Highlands Historic District,"Cold Spring, New York: Cold Spring is a village in the town of Philipstown in Putnam County, New York, United States.","Valhalla Highlands Historic District, also known as Lake Valhalla, is a national historic district located near Cold Spring in Putnam County, New York.",Valhalla Highlands Historic District,What historic district is located near Cold Spring New York?
5adbda2755429944faac2385,Which American writer wrote both The Ganymede Takeover (1967) and The Man in the High Castle (1962)?,Philip K. Dick,The Man in the High Castle: The Man in the High Castle (1962) is an alternative history novel by American writer Philip K. Dick.,The Ganymede Takeover is a 1967 science fiction novel by American writers Philip K. Dick and Ray Nelson.,The Ganymede Takeover,Who wrote The Ganymede Takeover?
5ab67bd355429954757d32f2,Curt Menefee is the host of the Fox network's NFL show with co-host Michael Anthony Strahan who spent his entire 15-year career with what team?,New York Giants,"Michael Strahan: Michael Anthony Strahan ( ; born November 21, 1971) is a media personality and former American football defensive end who spent his entire 15-year career with the New York Giants of the National Football League (NFL).","Curt Menefee (born July 22, 1965) is an American sportscaster who is the host of the Fox network's NFL show ""Fox NFL Sunday"".",Curt Menefee,Can you tell me more about Michael Strahan?
5a90843c5542995651fb517e,Francisco Jose Hernandez was a participant in an invasion that took place in what year?,1961,Bay of Pigs Invasion: The Bay of Pigs Invasion (Spanish: Invasión de Playa Girón or Invasión de Bahía de Cochinos or Batalla de Girón) was a failed military invasion of Cuba undertaken by the Central Intelligence Agency (CIA)-sponsored paramilitary group Brigade 2506 on 17 April 1961.,"Francisco José Hernández, known as ""Pepe"", (Havana, 1 September 1936) is a Cuban exile of the 1960s, anti-Castro, and Bay of Pigs Invasion participant who is co-founder and president of the Cuban American National Foundation that claims to be taking a less overt position against the Cuban form of government.",Francisco Jose Hernandez,What invasion did Francisco Jose Hernandez participate in?
5a8324815542990548d0b184,Dead but Rising was a song by the Danish band fomed in what city in 2001?,Copenhagen,Volbeat: Volbeat are a Danish heavy metal band formed in Copenhagen in 2001.,"""Dead but Rising"" is a song by Danish heavy metal band Volbeat.",Dead but Rising,Dead but Rising is a song by what Danish band?
5adf4a275542993a75d26498,"The man, who the award in which ""Summer of the Monkeys"" won, was a spokesman for white sector of America?",middle America,Summer of the Monkeys: Summer of the Monkeys is a 1976 children's novel written by Wilson Rawls. It was published by Doubleday (later released by Yearling Books) and was the winner of the William Allen White Book Award and the California Young Reader Medal.,"Between 1896 and his death, White became a spokesman for middle America.",William Allen White,William Allen White became a spokesman for what sector of America?
5ae4c5595542990ba0bbb123,Which lead actor/actress in War Chhod Na Yaar has also acted in Bengali and English-language films?,Soha Ali Khan,"Soha Ali Khan: Soha Ali Khan Khemu (born Soha Ali Khan , 4 October 1978) is an Indian film actress, known primarily for her work in the Hindi film industry, although she has also acted in Bengali and English-language films.","The film was announced on 30 March 2013 with a launch party at Novotel Hotel in the presence of the lead actors, Sharman Joshi, Soha Ali Khan, Javed Jaffery, Sanjai Mishra, Dalip Tahil and Mukul Dev who play important characters in the film.",War Chhod Na Yaar,Who acted in War Chhod Na Yaar?
5ab5057b5542991779162d56,What type of movie are Wishing Stairs and Voice?,South Korean horror film,"Voice (film): Voice ( also known as Whispering Corridors 4: Voice and Voice Letter) is a 2005 South Korean horror film, and the fourth installment of the ""Whispering Corridors"" film series.",Wishing Stairs ( also known as Whispering Corridors 3: Wishing Stairs) is a 2003 South Korean horror film.,Wishing Stairs,What type of movie is Wishing Stairs?
